Department,Total,closed,gold,diamond,bronze,green,hybrid,Journal articles,Open,% Open,Closed/AAM embargoed,Closed/AAM immediate,Potential % open
"Faculty of Science and Technology, Free University of Bozen-Bolzano, Bolzano, Italy, Department of Food Science, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Faculty of Science, University of Malaya, Institute of Biological Sciences, Kuala Lumpur, Malaysia, Department of Biochemistry, School of Biomedical Sciences, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Fakultät Mathematik, AG Stochastische Analysis, Universität Duisburg-Essen, Essen, 45117, Germany, Department of Mathmatics and Statistics, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Fenner School of Environment and Society, Australian National University, Acton, ACT  2601, Australia, Department of Marine Science, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Fenner School of Environment and Society, Australian National University, Building 46 Cunningham Close, Acton, ACT  2601, Australia, Department of Marine Science, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Fenner School of Environment and Society, Australian National University, Canberra, ACT, Australia, Department of Marine Science, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Fenner School of Environment and Society, Building 44, Australian National University, Canberra, ACT  2601, Australia, Department of Marine Science, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Ferrier Research Institute, Victoria University of Wellington, New Zealand, Microbiome Otago, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Fisheries and Marine Resource Technology Discipline, Khulna University, Khulna, 9208, Bangladesh, Department of Chemistry, University of Otago",2,1,0,1,0,0,0,2,1,50%,1,0,100%
"Fisheries and Marine Resource Technology Discipline, Khulna University, Khulna, 9208, Bangladesh, Department of Food Science, University of Otago",2,1,0,1,0,0,0,2,1,50%,1,0,100%
"Fondazione Toscana G. Monasterio, Pisa, Italy, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Food Nutrition & Health Team, AgResearch Grasslands, Palmerston North, New Zealand, High-Value Nutrition, National Science Challenge, Liggins Institute, The University of Auckland, Auckland, New Zealand, Riddet Institute, Massey University, Palmerston North, New Zealand, Department of Human Nutrition, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Food Nutrition & Health Team, AgResearch, Grasslands Research Centre, Palmerston North, New Zealand, Riddet Institute, Massey University, Palmerston North, New Zealand, High-Value Nutrition National Science Challenge, Auckland, New Zealand, Department of Human Nutrition, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Food Nutrition and Health, AgResearch Grasslands, Palmerston North, New Zealand, High-Value Nutrition National Science Challenge, Auckland, New Zealand, Riddet Institute, Massey University, New Zealand, Liggins Institute, University of Auckland, New Zealand Paris, France, Department of Human Nutrition, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"GNS Science, Lower Hutt, New Zealand, Department of Geology and Marine Science, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Gender Studies and Criminology, The University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"General Practice and Rural Health, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Genetics Otago, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Genomics Aotearoa and Biochemistry Department, University of Otago",4,0,3,0,0,0,1,4,4,100%,0,0,100%
"Genomics Aotearoa and Department of Biochemistry, University of Otago",3,1,2,0,0,0,0,3,2,66%,1,0,100%
"Genomics Aotearoa and Laboratory for Evolution and Development, Department of Biochemistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Genomics Aotearoa, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Geography Department, University of Otago",3,3,0,0,0,0,0,3,0,0%,2,1,100%
"Geology Department, University of Otago",14,12,1,0,0,1,0,14,2,14%,11,1,100%
"Geoscience Australia, Canberra, ACT, Australia, Department of Geology, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Graduate Research School, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Grupo de Pesquisa em Mamíferos Aquáticos Amazônicos, Instituto de Desenvolvimento Sustentável Mamirauá, Tefé, Brazil, Departament of Mathematic and Statistics, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"HEIRU, Department of Public Health, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Hamadan Bin Mohammed College of Dental Medicine, Mohammed Bin Rashid University of Medicine and Health Sciences, Dubai Healthcare City, Dubai, United Arab Emirates, Sir John Walsh Research Institute, Faculty of Dentistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Hawke's Bay Hospital, Omahu Road, Hastings, 4221, New Zealand, University of Otago",1,0,1,0,0,0,0,0,0,,0,0,0%
"He Kainga Oranga, The Housing and Health Research Programme, Department of Public Health, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"He Kainga Oranga/Housing and Health Research Programme, Department of Public Health, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"He Kainga Oranga—Housing and Health Research Programme, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"He Kianga Oranga, Department of Public Health, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"He Kāinga Oranga / Housing and Health Research Programme, Department of Public Health, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Health Promotion & Policy Research Unit, Department of Public Health, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Health Promotion and Policy Research Unit, Department of Public Health, University of Otago",3,2,1,0,0,0,0,3,1,33%,1,1,100%
"Health Research Centre, Department of Public Health, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Healthier Lives National Science Challenge, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"High Point University, High Point, NC, United States, Centre for Health, Activity, and Rehabilitation Research, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"High Point University, One University Parkway, High Point, NC, United States, Centre for Health, Activity, and Rehabilitation Research, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Higher Education Development Center, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
Higher Education Development Centre of the University of Otago,1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Higher Education Development Centre, University of Otago",20,14,1,1,4,0,0,20,6,30%,13,1,100%
"History Programme, University of Otago",3,1,0,0,1,0,1,3,2,66%,1,0,100%
"Hugh Adam Cancer Epidemiology Unit, Department of Preventive and Social Medicine, Dunedin School of Medicine, University of Otago",2,2,0,0,0,0,0,2,0,0%,2,0,100%
"Hugh Adam Cancer Epidemiology Unit, Department of Preventive and Social Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Human Nutrition, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Infection and Immunity theme, Murdoch Children's Research Institute, Parkville, VIC, Australia, School of Pharmacy, University of Otago",1,0,1,0,0,0,0,0,0,,0,0,0%
"Inflammation Research Group, Department of Pathology and Biomedical Science, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Information Science, University of Otago",4,3,1,0,0,0,0,3,1,33%,1,1,75%
"Information Technology Services, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Injury Prevention Research Unit, Department of Preventive and Social Medicine, Dunedin School of Medicine, University of Otago",3,1,2,0,0,0,0,3,2,66%,0,1,100%
"Injury Prevention Research Unit, Department of Preventive and Social Medicine, University of Otago",2,2,0,0,0,0,0,2,0,0%,1,1,100%
"Institut für Geowissenschaften, Johannes Gutenberg Universität-Mainz, J. J. Becher Weg 21D, Mainz, 55128, Germany, Department of Geology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Institut für Geowissenschaften, Johannes Gutenberg-Universität Mainz, Mainz, Germany, Department of Geology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Institute of Biological Environmental and Rural Sciences, Edward Llwyd Building, Aberystwyth University, Aberystwyth, United Kingdom, Department of Biochemistry, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Institute of Higher Nervous Activity and Neurophysiology of the Russian Academy of Sciences, Moscow, Russian Federation, Department of Psychology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Institute of Inorganic Chemistry, Karlsruhe Institute of Technology, Karlsruhe, Germany, Department of Chemistry and MacDiarmid Institute for Advanced Materials and Nanotechnology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Institute of Marine Research, Austevoll Research Station, Sauganeset 16, Storebø, N-5392, Norway, Department of Marine Science, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Institute of Metabolic Diseases, Qingdao University, Qingdao, 266003, China, Department of Biochemistry, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Institute of Nursing and Health Research, School of Nursing, Ulster University, Shore Road, Newtownabbey, BT37 0QB, United Kingdom, School of Physiotherapy, Royal College of Surgeons Dublin, Dublin, Ireland, School of Physiotherapy, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Instituto de Geografía, Pontificia Universidad Católica de Chile, Santiago, Chile, School of Geography, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"International Evidence-Based Anatomy Working Group, Krakow, Poland, Department of Anatomy, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Invermay Agricultural Centre, AgResearch, Private Bag 50034, Mosgiel, 9053, New Zealand, Department of Mathematics and Statistics, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Kilimanjaro Christian Medical Centre, Moshi, Tanzania, Kilimanjaro Christian Medical University College, Moshi, Tanzania, Duke Global Health Institute, Durham, NC, United States, Division of Infectious Diseases, Department of Medicine, Duke University, Durham, NC, United States, Centre for International Health, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Kilimanjaro Clinical Research Institute, Moshi, Tanzania, Centre for International Health, Dunedin School of Medicine, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Kilimanjaro Clinical Research Institute, Moshi, Tanzania, Centre for International Health, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Kohatu - Centre for Hauora Maori, University of Otago",2,1,1,0,0,0,0,2,1,50%,1,0,100%
"Kōhatu Centre for Hauora Māori, Division of Health Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Kōhatu Centre for Hauora Māori, Health Sciences Division, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Kōhatu – Centre for Hauora Māori, Division of Health Sciences, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Kōhatu, Centre for Hauora Māori, Division of Health Sciences, University of Otago",1,0,0,1,0,0,0,1,1,100%,0,0,100%
"Kōhatu, Centre for Hauora Māori, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Languages and Cultures, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lecturer, Faculty of Dentistry, Sir John Walsh Research Institute, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Lincoln Research Centre, Food & Bio-Based Products, Agresearch Limited, Lincoln, New Zealand, Department of Immunology and Microbiology, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"MacDiarmid Institute for Advanced Materials and Nanotechnology, Chemistry Department, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"MacDiarmid Institute for Advanced Materials and Nanotechnology, Department of Chemistry, University of Otago",3,2,0,0,0,1,0,3,1,33%,0,0,33%
"MacDiarmid Institute for Advanced Materials and Nanotechnology, Dodd-Walls Centre for Photonic and Quantum Technologies, Department of Physics, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"MacDiarmid Institute of Advanced Materials and Nanotechnology, Department of Chemistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Mackenzie Cancer Research Group, Department of Pathology and Biomedical Science, University of Otago",2,1,1,0,0,0,0,2,1,50%,1,0,100%
"Malaghan Institute of Medical Research, P.O. Box 7060Wellington  6242, New Zealand, Wellington Blood & Cancer Centre, Capital & Coast District Health Board, P.O. Box 7902Wellington  6242, New Zealand, Department of Pathology & Molecular Medicine, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Malaghan Institute of Medical Research, PO Box 7060, Wellington, New Zealand, Department of Radiation Therapy, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Malaghan Institute of Medical Research, Wellington, 6012, New Zealand, Department of Pathology and Molecular Medicine, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Malaghan Institute of Medical Research, Wellington, New Zealand, Department of Radiation Therapy, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Manaaki Whenua Landcare Research, Dunedin, New Zealand, Department of Zoology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Manaaki Whenua Landcare Research, PO Box 69040, Lincoln, 7640, New Zealand, Department of Zoology, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Manaaki Whenua Landcare Research, PO Box 69040, Lincoln, Canterbury, 7640, New Zealand, Department of Zoology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Manaaki Whenua-Landcare Research, Dunedin, New Zealand, Department of Botany, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Marine Environmental Studies Laboratory, International Atomic Energy Agency—Nuclear Applications, Monaco, 98000, Monaco, Department of Chemistry, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Marketing Department, University of Otago",2,1,0,1,0,0,0,2,1,50%,1,0,100%
"Marketing, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Material Science Division, Atomic Energy Centre, Dhaka, 1000, Bangladesh, Department of Biochemistry and Molecular Biology, Jahangirnagar University, Savar Union, 1342, Bangladesh, Department of Pharmacology and Toxicology, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Materials Science and Technology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Maurice Wilkins Centre for Biodiscovery, University of Auckland, Auckland, New Zealand, Department of Public Health, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Maurice Wilkins Centre for Molecular Biodiscovery, University of Auckland, Auckland, 1042, New Zealand, Department of Microbiology and Immunology, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Maurice Wilkins Centre, University of Auckland, Auckland, 1010, New Zealand, Department of Pathology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Maurice Wilkins Centre, University of Auckland, Auckland, New Zealand, Department of Biochemistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Maurice Wilkins Centre, University of Auckland, Auckland, New Zealand, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Measurement Standards Laboratory of New Zealand, Callaghan Innovation, Lower Hutt, Wellington, New Zealand, The Dodd-Walls Centre for Photonic and Quantum Technologies, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Medical Education Unit, Dean's Department, University of Otago",1,1,0,0,0,0,0,0,0,,0,0,0%
"Medical Genetics Department, School of Medicine, Shahid Beheshti University of Medical Sciences, Tehran, Iran, Department of Biochemistry, University of Otago",2,1,1,0,0,0,0,2,1,50%,1,0,100%
"Medical Research Council Unit, Basse, Gambia, Department of Paediatrics, University of Auckland, Auckland, New Zealand, Centre for International Health, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Medical Research Council Unit, Basse, Gambia, Department of Paediatrics, University of Auckland, New Zealand, Centre for International Health, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Medicine, University of Otago",2,0,0,0,1,1,0,2,2,100%,0,0,100%
"Melbourne School of Population and Global Health, University of Melbourne, Melbourne, VIC, Australia, Department of Public Health, University of Otago",2,1,1,0,0,0,0,2,1,50%,0,1,100%
"Michigan State University, Department of Geography, Environment & Spatial Sciences, East Lansing, MI  48824, United States, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Microbiome Otago, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Molecular plant biology and Forest Genetics and biodiversity, Norwegian Institute of Bioeconomy Research, Ås, Norway, Department of Anatomy, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Murdoch Children's Research Institute, Melbourne, VIC, Australia, University of Otago",1,0,0,1,0,0,0,0,0,,0,0,0%
"Museum of New Zealand Te Papa Tongarewa, Wellington, 6011, New Zealand, Department of Geology, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Museum of New Zealand Te Papa Tongarewa, Wellington, New Zealand, Department of Geology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Māori and Indigenous Health Institute, Department of the Psychological Medicine, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Māori and Indigenous Health Institute, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Māori/Indigenous Health Institute (MIHI), University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"NIWA, Wellington, New Zealand, Department of Marine Sciences, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
NIWA/University of Otago,3,1,2,0,0,0,0,3,2,66%,1,0,100%
"NZ Centre for Sustainable Cities, Department of Public Health, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"National Centre for Immunisation Research and Surveillance, University of Sydney, Australia, Department of Women's and Children's Health, University of Otago",1,0,0,0,0,1,0,0,0,,0,0,0%
"National Centre for Lifecourse Research, Division of Sciences, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"National Centre for Peace and Conflict Studies, University of Otago",5,4,0,0,1,0,0,5,1,20%,4,0,100%
"National Institute for Water and Atmospheric (NIWA), University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"National Institute for Water and Atmospheric Research Centre of Chemical and Physical Oceanography, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"National Institute of Water and Atmospheric Research (NIWA), Wellington, New Zealand, Department of Chemistry, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"National Institute of Water and Atmospheric Research (NIWA), Wellington, New Zealand, Department of Marine Sciences, University of Otago",1,0,0,1,0,0,0,1,1,100%,0,0,100%
"National Institute of Water and Atmospheric Research, Wellington, 6021, New Zealand, Department of Chemistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"National Institute of Water and Atmospheric Research, Wellington, New Zealand, Department of Chemistry, University of Otago",2,1,0,0,0,0,1,2,1,50%,1,0,100%
"National Institute of Water and Atmospheric Research, Wellington, New Zealand, Department of Marine Sciences, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
National Institute of Water and Atmospheric Research-University of Otago,1,1,0,0,0,0,0,1,0,0%,0,1,100%
"National Kidney Foundation of Samoa, Apia, Samoa, Centre for Pacific Health, Division of Health Sciences, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"National Poisons Centre, Department of Preventive and Social Medicine, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"National School of Surveying, University of Otago",8,5,1,0,1,1,0,7,3,42%,4,0,87%
"Naval Postgraduate School, Operations Research Department, Monterey, CA, United States, Department of Preventive and Social Medicine, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Neonatal Intensive Care Unit, Wellington Regional Hospital, Wellington, New Zealand, Department of Paediatrics and Child Health, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Neurocomputation Lab, Department of Computer Science, Haifa, Israel, Department of Computer Science, Ariel University, Ariel, Israel, Department of Computer Science, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"New Zealand Brain Research Institute, Christchurch, New Zealand, Department of Medicine, University of Otago",2,0,1,0,0,1,0,2,2,100%,0,0,100%
"New Zealand Centre for Sustainable Cities, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"New Zealand National Pharmacovigilance Centre, Dunedin School of Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"New Zealand Paediatric Surveillance Unit, Department of Women's and Child Health, Dunedin School of Medicine, University of Otago",1,1,0,0,0,0,0,0,0,,0,0,0%
"Nga Ti Raukawa, New Zealand, Department of Public Health, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Ngai Tahu Maori Health Research Unit, Department of Preventive and Social Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Ngati Hine/Ngapuhi, New Zealand, Eru Pomare Ma Ori Health Research Unit, Department of Public Health, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Ngi Tahu Mori Health Research Unit, Department of Preventive and Social Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Ngā Kaitiaki o te Puna Rongoā o Aotearoa, Taupō, New Zealand, School of Pharmacy, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Ngāi Tahu Māori Health Research Unit, Department of Preventive and Social Medicine, Dunedin School of Medicine, University of Otago",3,1,2,0,0,0,0,3,2,66%,1,0,100%
"Ngāi Tahu Māori Health Research Unit, Department of Preventive and Social Medicine, University of Otago",3,2,1,0,0,0,0,3,1,33%,1,0,66%
"Ngāpuhi, Cancer and Chronic Conditions Research Group, Department of Public Health, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Obstetrics, Gynaecology and Women's Health, University of Otago",1,0,1,0,0,0,0,0,0,,0,0,0%
"Occupational and Aviation Medicine Unit, Department of Medicine, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Office of Maori Development, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Office of the Dean, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Oist Graduate University, Okinawa, 904-0495, Japan, Department of Physics, University of Otago",1,0,0,0,0,0,1,1,1,100%,0,0,100%
"Older Persons Health Specialist Service, Burwood Hospital, Christchurch, New Zealand, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Ophthalmology Department, Southern District Health Board, Dunedin, New Zealand, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Optimal Clinical Trials Ltd, Auckland, New Zealand, RMC Research Ltd, Dunedin, New Zealand, Waikato Hospital, Hamilton, New Zealand, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Oral Biology, School of Dentistry, University of Birmingham, Birmingham, United Kingdom, Department of Oral Sciences, Faculty of Dentistry, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Oral Diagnostic and Surgical Sciences, Faculty of Dentistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Oral Pathology Centre, Faculty of Dentistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Oral Rehabilitation, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Orthopaedic Surgery and Musculoskeletal Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Otago Bioethics Centre, University of Otago",2,0,1,0,1,0,0,2,2,100%,0,0,100%
"Otago Business School and Division of Commerce, Centre for Health Systems and Technology, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Otago Business School, University of Otago",11,7,0,1,0,2,1,10,4,40%,5,0,81%
"Otago Centre for Electron Microscopy, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Otago Earthquake Science Group, Department of Geology, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Otago Medical School and Centre for Health Systems and Technology, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Otago Medical School, University of Otago",10,7,0,1,1,1,0,10,3,30%,5,1,90%
"Otago Micro and Nano Imaging Unit, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Otago Micro and Nano Imaging, Electron Microscopy, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Otago Pharmacometrics Group, School of Pharmacy, University of Otago",2,1,0,0,0,1,0,2,1,50%,1,0,100%
"Otago Polytechnic – Institute of Sport, Exercise Science and Health, Dunedin, New Zealand, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"PFR Department of Chemistry, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"PGDipClinPsych, University of Otago",2,0,0,0,1,1,0,2,2,100%,0,0,100%
"Pacific Leprosy Foundation, Christchurch, New Zealand, University of Otago",1,0,0,1,0,0,0,1,1,100%,0,0,100%
"Pacific Radiology Group, Christchurch, New Zealand, Department of Radiology, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Paediatric Dentistry, Biomaterials, Faculty of Dentistry, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Paediatric Dentistry, Department of Oral Sciences, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Paediatric Dentistry, Faculty of Dentistry, University of Otago",8,3,5,0,0,0,0,8,5,62%,3,0,100%
"Paediatrics and Child Health, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Palliative Medicine, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Papamoa Pines Medical Centre, Tauranga, New Zealand, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Pathology Department, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Pathology and Molecular Medicine, Wellington School of Medicine and Health Sciences, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Pathology, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Pediatrics, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,1,100%
"Perth Children's Hospital, Nedlands, Australia, Telethon Kids Institute, Nedlands, Australia, School of Paediatrics and Child Health, University of Western Australia, Nedlands, Australia, University of Otago",1,0,0,0,1,0,0,0,0,,0,0,0%
"Peter Doherty Institute for Infection and Immunity, University of Melbourne, Melbourne, VIC, Australia, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"PhD, Department of Primary Health Care and General Practice, University of Otago",1,1,0,0,0,0,0,1,0,0%,0,0,0%
"Pharmacoepidemiology Research Network, Dunedin, New Zealand, Department of Mathematics and Statistics, University of Otago",2,1,1,0,0,0,0,2,1,50%,1,0,100%
"Pharmacoepidemiology Research Network, Dunedin, New Zealand, Department of Medicine, Dunedin School of Medicine, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
"Pharmacoepidemiology Research Network, Dunedin, New Zealand, Department of Preventive and Social Medicine, Dunedin School of Medicine, University of Otago",3,1,1,0,1,0,0,3,2,66%,1,0,100%
"Pharmacology & Toxicology Department, University of Otago",1,1,0,0,0,0,0,1,0,0%,1,0,100%
"Philosophy, University of Otago",1,0,1,0,0,0,0,1,1,100%,0,0,100%
"Physical Research Laboratory, Ahmedabad, Gujarat, 380009, India, Department of Physics, Centre for Quantum Science, Dodd-Walls Centre for Photonic and Quantum Technologies, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Physical Research Laboratory, Navarangpura, Ahmedabad, Gujarat  380 009, India, Dodd-Walls Centre for Photonic and Quantum Technologies and Department of Physics, University of Otago",1,0,0,0,0,1,0,1,1,100%,0,0,100%
"Physics Department, University of Otago",4,0,0,0,1,3,0,4,4,100%,0,0,100%
"Plant and Microbial Biology, University of California, Berkeley, Berkeley, CA, United States, Department of Microbiology and Immunology, University of Otago",1,0,0,0,1,0,0,1,1,100%,0,0,100%
